submission_id,RT,age,comments,education,endTime,experiment_id,gender,languages,option1,option2,response,startTime,timeSpent,trial_name,trial_number
1141,2959,24,I guess college = Abitur,Graduated College,1603808624016,44,female,"German, Danish",Mountains,Beach,Beach,1603808457637,2.7729833333333334,forced_choice,3
1140,10510,21,NA,Graduated High School,1603808435527,44,female,German,Biology,Logic,Logic,1603808381402,0.9020833333333333,forced_choice,1
1140,5777,21,NA,Graduated High School,1603808435527,44,female,German,Metal,Jazz,Jazz,1603808381402,0.9020833333333333,forced_choice,2
1140,4866,21,NA,Graduated High School,1603808435527,44,female,German,Mountains,Beach,Beach,1603808381402,0.9020833333333333,forced_choice,3
1139,4526,21,NA,Graduated College,1603808401606,44,female,german,Mountains,Beach,Beach,1603808352837,0.8128166666666666,forced_choice,1
1139,3871,21,NA,Graduated College,1603808401606,44,female,german,Metal,Jazz,Jazz,1603808352837,0.8128166666666666,forced_choice,2
1139,3627,21,NA,Graduated College,1603808401606,44,female,german,Biology,Logic,Logic,1603808352837,0.8128166666666666,forced_choice,3
1138,6175,27,NA,Higher Degree,1603808383377,44,female,"Hokkien, Mandarin",Biology,Logic,Logic,1603808212344,2.85055,forced_choice,1
1138,4615,27,NA,Higher Degree,1603808383377,44,female,"Hokkien, Mandarin",Mountains,Beach,Beach,1603808212344,2.85055,forced_choice,2
1138,7320,27,NA,Higher Degree,1603808383377,44,female,"Hokkien, Mandarin",Metal,Jazz,Jazz,1603808212344,2.85055,forced_choice,3
1137,8658,19,I might answer differently to some questions depending on my mood,Graduated High School,1603807817616,44,male,German,Biology,Logic,Logic,1603807732708,1.4151333333333334,forced_choice,1
1137,4461,19,I might answer differently to some questions depending on my mood,Graduated High School,1603807817616,44,male,German,Mountains,Beach,Mountains,1603807732708,1.4151333333333334,forced_choice,2
1137,4934,19,I might answer differently to some questions depending on my mood,Graduated High School,1603807817616,44,male,German,Metal,Jazz,Jazz,1603807732708,1.4151333333333334,forced_choice,3
1136,7181,20,NA,Graduated High School,1603807627748,44,male,"German, Italian",Metal,Jazz,Jazz,1603807509623,1.96875,forced_choice,1
1136,40468,20,NA,Graduated High School,1603807627748,44,male,"German, Italian",Biology,Logic,Biology,1603807509623,1.96875,forced_choice,2
1136,4396,20,NA,Graduated High School,1603807627748,44,male,"German, Italian",Mountains,Beach,Mountains,1603807509623,1.96875,forced_choice,3
1135,12428,20,NA,Graduated High School,1603807451620,44,male,German,Biology,Logic,Biology,1603807389940,1.028,forced_choice,1
1135,6578,20,NA,Graduated High School,1603807451620,44,male,German,Mountains,Beach,Beach,1603807389940,1.028,forced_choice,2
1135,4597,20,NA,Graduated High School,1603807451620,44,male,German,Metal,Jazz,Jazz,1603807389940,1.028,forced_choice,3
1134,4149,20,NA,Graduated High School,1603807094448,44,male,German,Biology,Logic,Logic,1603806961742,2.2117666666666667,forced_choice,1
1134,3059,20,NA,Graduated High School,1603807094448,44,male,German,Mountains,Beach,Beach,1603806961742,2.2117666666666667,forced_choice,2
1134,1159,20,NA,Graduated High School,1603807094448,44,male,German,Metal,Jazz,Metal,1603806961742,2.2117666666666667,forced_choice,3
1133,3968,22,NA,Graduated College,1603806453898,44,female,german,Mountains,Beach,Beach,1603806417699,0.6033166666666666,forced_choice,1
1133,3636,22,NA,Graduated College,1603806453898,44,female,german,Biology,Logic,Logic,1603806417699,0.6033166666666666,forced_choice,2
1133,2463,22,NA,Graduated College,1603806453898,44,female,german,Metal,Jazz,Jazz,1603806417699,0.6033166666666666,forced_choice,3
1132,6771,NA,NA,NA,1603806235099,44,NA,NA,Mountains,Beach,Mountains,1603806200523,0.5762666666666667,forced_choice,1
1132,5510,NA,NA,NA,1603806235099,44,NA,NA,Metal,Jazz,Jazz,1603806200523,0.5762666666666667,forced_choice,2
1132,3608,NA,NA,NA,1603806235099,44,NA,NA,Biology,Logic,Biology,1603806200523,0.5762666666666667,forced_choice,3
1131,13029,23,NA,Graduated High School,1603805880545,44,male,german,Mountains,Beach,Mountains,1603805839001,0.6924,forced_choice,1
1131,4220,23,NA,Graduated High School,1603805880545,44,male,german,Biology,Logic,Logic,1603805839001,0.6924,forced_choice,2
1131,3908,23,NA,Graduated High School,1603805880545,44,male,german,Metal,Jazz,Jazz,1603805839001,0.6924,forced_choice,3
1130,6963,26,NA,Graduated College,1603805813048,44,male,German,Mountains,Beach,Beach,1603805753928,0.9853333333333333,forced_choice,1
1130,2329,26,NA,Graduated College,1603805813048,44,male,German,Metal,Jazz,Metal,1603805753928,0.9853333333333333,forced_choice,2
1130,9395,26,NA,Graduated College,1603805813048,44,male,German,Biology,Logic,Logic,1603805753928,0.9853333333333333,forced_choice,3
1128,5401,23,hi :),Graduated High School,1603805554860,44,male,German,Metal,Jazz,Metal,1603805487250,1.1268333333333334,forced_choice,1
1128,3409,23,hi :),Graduated High School,1603805554860,44,male,German,Biology,Logic,Biology,1603805487250,1.1268333333333334,forced_choice,2
1128,4533,23,hi :),Graduated High School,1603805554860,44,male,German,Mountains,Beach,Beach,1603805487250,1.1268333333333334,forced_choice,3
1127,7058,20,Could be longer,Graduated High School,1603805237399,44,male,"German, Spanish",Biology,Logic,Biology,1603805111598,2.0966833333333335,forced_choice,1
1127,1806,20,Could be longer,Graduated High School,1603805237399,44,male,"German, Spanish",Metal,Jazz,Jazz,1603805111598,2.0966833333333335,forced_choice,2
1127,10705,20,Could be longer,Graduated High School,1603805237399,44,male,"German, Spanish",Mountains,Beach,Beach,1603805111598,2.0966833333333335,forced_choice,3
1126,4063,23,NA,Graduated High School,1603804982143,44,male,German,Biology,Logic,Logic,1603804935514,0.77715,forced_choice,1
1126,2324,23,NA,Graduated High School,1603804982143,44,male,German,Mountains,Beach,Mountains,1603804935514,0.77715,forced_choice,2
1126,3858,23,NA,Graduated High School,1603804982143,44,male,German,Metal,Jazz,Jazz,1603804935514,0.77715,forced_choice,3
1125,4723,20,NA,Graduated High School,1603804551230,44,male,German,Mountains,Beach,Mountains,1603804500548,0.8447,forced_choice,1
1125,3983,20,NA,Graduated High School,1603804551230,44,male,German,Biology,Logic,Logic,1603804500548,0.8447,forced_choice,2
1125,10652,20,NA,Graduated High School,1603804551230,44,male,German,Metal,Jazz,Metal,1603804500548,0.8447,forced_choice,3
1124,3417,24,NA,Graduated College,1603800866129,44,male,portuguese,Biology,Logic,Biology,1603800711350,2.57965,forced_choice,1
1124,2877,24,NA,Graduated College,1603800866129,44,male,portuguese,Mountains,Beach,Beach,1603800711350,2.57965,forced_choice,2
1124,2132,24,NA,Graduated College,1603800866129,44,male,portuguese,Metal,Jazz,Metal,1603800711350,2.57965,forced_choice,3
1123,8386,19,NA,Graduated High School,1603804417479,44,female,German,Mountains,Beach,Beach,1603804378015,0.6577333333333333,forced_choice,1
1123,2386,19,NA,Graduated High School,1603804417479,44,female,German,Biology,Logic,Logic,1603804378015,0.6577333333333333,forced_choice,2
1123,5344,19,NA,Graduated High School,1603804417479,44,female,German,Metal,Jazz,Jazz,1603804378015,0.6577333333333333,forced_choice,3
1122,3728,20,NA,Graduated High School,1603804360759,44,female,German,Metal,Jazz,Jazz,1603804290552,1.1701166666666667,forced_choice,1
1122,4186,20,NA,Graduated High School,1603804360759,44,female,German,Biology,Logic,Biology,1603804290552,1.1701166666666667,forced_choice,2
1122,3923,20,NA,Graduated High School,1603804360759,44,female,German,Mountains,Beach,Mountains,1603804290552,1.1701166666666667,forced_choice,3
1120,4216,24,NA,Graduated High School,1603803979270,44,female,"Russian, Georgian, German",Mountains,Beach,Beach,1603803892720,1.4425,forced_choice,1
1120,2113,24,NA,Graduated High School,1603803979270,44,female,"Russian, Georgian, German",Metal,Jazz,Jazz,1603803892720,1.4425,forced_choice,2
1120,3977,24,NA,Graduated High School,1603803979270,44,female,"Russian, Georgian, German",Biology,Logic,Biology,1603803892720,1.4425,forced_choice,3
1119,3482,24,NA,Graduated High School,1603803900793,44,male,German,Biology,Logic,Logic,1603803869795,0.5166333333333334,forced_choice,1
1119,2635,24,NA,Graduated High School,1603803900793,44,male,German,Mountains,Beach,Mountains,1603803869795,0.5166333333333334,forced_choice,2
1119,1472,24,NA,Graduated High School,1603803900793,44,male,German,Metal,Jazz,Jazz,1603803869795,0.5166333333333334,forced_choice,3
1118,7077,24,NA,Graduated High School,1603803872394,44,male,german,Mountains,Beach,Mountains,1603803844589,0.46341666666666664,forced_choice,1
1118,5073,24,NA,Graduated High School,1603803872394,44,male,german,Biology,Logic,Logic,1603803844589,0.46341666666666664,forced_choice,2
1118,1411,24,NA,Graduated High School,1603803872394,44,male,german,Metal,Jazz,Jazz,1603803844589,0.46341666666666664,forced_choice,3
1117,6183,22,NA,Higher Degree,1603803867075,44,female,russian,Mountains,Beach,Beach,1603803564191,5.048066666666666,forced_choice,1
1117,5455,22,NA,Higher Degree,1603803867075,44,female,russian,Metal,Jazz,Jazz,1603803564191,5.048066666666666,forced_choice,2
1117,6388,22,NA,Higher Degree,1603803867075,44,female,russian,Biology,Logic,Logic,1603803564191,5.048066666666666,forced_choice,3
1116,5775,32,NA,Graduated College,1603803815066,44,male,Farsi,Metal,Jazz,Jazz,1603803776866,0.6366666666666667,forced_choice,1
1116,5272,32,NA,Graduated College,1603803815066,44,male,Farsi,Biology,Logic,Logic,1603803776866,0.6366666666666667,forced_choice,2
1116,2848,32,NA,Graduated College,1603803815066,44,male,Farsi,Mountains,Beach,Beach,1603803776866,0.6366666666666667,forced_choice,3
1115,6394,19,NA,Graduated High School,1603803802562,44,female,serbian,Biology,Logic,Biology,1603803763380,0.6530333333333334,forced_choice,1
1115,4813,19,NA,Graduated High School,1603803802562,44,female,serbian,Metal,Jazz,Metal,1603803763380,0.6530333333333334,forced_choice,2
1115,7354,19,NA,Graduated High School,1603803802562,44,female,serbian,Mountains,Beach,Mountains,1603803763380,0.6530333333333334,forced_choice,3
1114,4770,23,NA,Graduated High School,1603803624642,44,male,German,Mountains,Beach,Mountains,1603803575993,0.8108166666666666,forced_choice,1
1114,5708,23,NA,Graduated High School,1603803624642,44,male,German,Biology,Logic,Biology,1603803575993,0.8108166666666666,forced_choice,2
1114,4402,23,NA,Graduated High School,1603803624642,44,male,German,Metal,Jazz,Jazz,1603803575993,0.8108166666666666,forced_choice,3
1113,5572,20,Level of Education: Abitur,NA,1603803494777,44,female,German,Biology,Logic,Logic,1603803364193,2.1764,forced_choice,1
1113,3143,20,Level of Education: Abitur,NA,1603803494777,44,female,German,Metal,Jazz,Jazz,1603803364193,2.1764,forced_choice,2
1113,3694,20,Level of Education: Abitur,NA,1603803494777,44,female,German,Mountains,Beach,Mountains,1603803364193,2.1764,forced_choice,3
1112,4976,20,NA,Graduated High School,1603803387889,44,female,German,Mountains,Beach,Mountains,1603803359128,0.47935,forced_choice,1
1112,1374,20,NA,Graduated High School,1603803387889,44,female,German,Metal,Jazz,Metal,1603803359128,0.47935,forced_choice,2
1112,1840,20,NA,Graduated High School,1603803387889,44,female,German,Biology,Logic,Biology,1603803359128,0.47935,forced_choice,3
1111,6405,22,NA,Graduated College,1603803108727,44,male,"Chinese, German",Mountains,Beach,Mountains,1603803063542,0.7530833333333333,forced_choice,1
1111,8214,22,NA,Graduated College,1603803108727,44,male,"Chinese, German",Biology,Logic,Logic,1603803063542,0.7530833333333333,forced_choice,2
1111,3522,22,NA,Graduated College,1603803108727,44,male,"Chinese, German",Metal,Jazz,Metal,1603803063542,0.7530833333333333,forced_choice,3
1110,3455,25,NA,Graduated College,1603803052858,44,female,Turkish,Biology,Logic,Logic,1603802998690,0.9028,forced_choice,1
1110,2539,25,NA,Graduated College,1603803052858,44,female,Turkish,Mountains,Beach,Beach,1603802998690,0.9028,forced_choice,2
1110,4542,25,NA,Graduated College,1603803052858,44,female,Turkish,Metal,Jazz,Jazz,1603802998690,0.9028,forced_choice,3
1109,5676,19,NA,Graduated High School,1603802983569,44,male,"german,thai",Metal,Jazz,Jazz,1603802923687,0.9980333333333333,forced_choice,1
1109,11793,19,NA,Graduated High School,1603802983569,44,male,"german,thai",Mountains,Beach,Beach,1603802923687,0.9980333333333333,forced_choice,2
1109,5038,19,NA,Graduated High School,1603802983569,44,male,"german,thai",Biology,Logic,Biology,1603802923687,0.9980333333333333,forced_choice,3
1108,5236,26,NA,Graduated High School,1603802935886,44,male,German,Biology,Logic,Biology,1603802893541,0.70575,forced_choice,1
1108,4342,26,NA,Graduated High School,1603802935886,44,male,German,Mountains,Beach,Mountains,1603802893541,0.70575,forced_choice,2
1108,2584,26,NA,Graduated High School,1603802935886,44,male,German,Metal,Jazz,Jazz,1603802893541,0.70575,forced_choice,3
1107,8710,21,NA,Graduated High School,1603802936317,44,female,german,Biology,Logic,Biology,1603802486658,7.494316666666666,forced_choice,1
1107,1942,21,NA,Graduated High School,1603802936317,44,female,german,Mountains,Beach,Mountains,1603802486658,7.494316666666666,forced_choice,2
1107,2882,21,NA,Graduated High School,1603802936317,44,female,german,Metal,Jazz,Metal,1603802486658,7.494316666666666,forced_choice,3
1106,8473,19,NA,Graduated High School,1603802871910,44,male,German,Metal,Jazz,Metal,1603802810848,1.0177,forced_choice,1
1106,6628,19,NA,Graduated High School,1603802871910,44,male,German,Mountains,Beach,Beach,1603802810848,1.0177,forced_choice,2
1106,4837,19,NA,Graduated High School,1603802871910,44,male,German,Biology,Logic,Biology,1603802810848,1.0177,forced_choice,3
1105,3595,21,NA,Graduated High School,1603802842725,44,female,german,Metal,Jazz,Jazz,1603802789074,0.8941833333333333,forced_choice,1
1105,4166,21,NA,Graduated High School,1603802842725,44,female,german,Biology,Logic,Logic,1603802789074,0.8941833333333333,forced_choice,2
1105,3151,21,NA,Graduated High School,1603802842725,44,female,german,Mountains,Beach,Beach,1603802789074,0.8941833333333333,forced_choice,3
1104,13182,21,NA,Graduated High School,1603802770876,44,male,German,Biology,Logic,Biology,1603802693432,1.2907333333333333,forced_choice,1
1104,4455,21,NA,Graduated High School,1603802770876,44,male,German,Mountains,Beach,Beach,1603802693432,1.2907333333333333,forced_choice,2
1104,1802,21,NA,Graduated High School,1603802770876,44,male,German,Metal,Jazz,Metal,1603802693432,1.2907333333333333,forced_choice,3
1103,5107,18,NA,Graduated College,1603802691361,44,male,NA,Mountains,Beach,Mountains,1603802655069,0.6048666666666667,forced_choice,1
1103,4303,18,NA,Graduated College,1603802691361,44,male,NA,Metal,Jazz,Metal,1603802655069,0.6048666666666667,forced_choice,2
1103,4853,18,NA,Graduated College,1603802691361,44,male,NA,Biology,Logic,Logic,1603802655069,0.6048666666666667,forced_choice,3
1102,4692,25,NA,Graduated College,1603802666960,44,male,"Urdu, English, Gujrati, Memoni",Mountains,Beach,Mountains,1603802091882,9.584633333333333,forced_choice,1
1102,5233,25,NA,Graduated College,1603802666960,44,male,"Urdu, English, Gujrati, Memoni",Metal,Jazz,Jazz,1603802091882,9.584633333333333,forced_choice,2
1102,33502,25,NA,Graduated College,1603802666960,44,male,"Urdu, English, Gujrati, Memoni",Biology,Logic,Logic,1603802091882,9.584633333333333,forced_choice,3
1101,5861,30,NA,Higher Degree,1603802662963,44,female,NA,Biology,Logic,Biology,1603802629894,0.55115,forced_choice,1
1101,2350,30,NA,Higher Degree,1603802662963,44,female,NA,Metal,Jazz,Jazz,1603802629894,0.55115,forced_choice,2
1101,2004,30,NA,Higher Degree,1603802662963,44,female,NA,Mountains,Beach,Beach,1603802629894,0.55115,forced_choice,3
1100,2910,26,NA,Graduated High School,1603802655737,44,male,"German, Portuguese",Metal,Jazz,Jazz,1603802620763,0.5829,forced_choice,1
1100,4415,26,NA,Graduated High School,1603802655737,44,male,"German, Portuguese",Biology,Logic,Logic,1603802620763,0.5829,forced_choice,2
1100,2555,26,NA,Graduated High School,1603802655737,44,male,"German, Portuguese",Mountains,Beach,Mountains,1603802620763,0.5829,forced_choice,3
1099,34099,NA,NA,NA,1603802622612,44,NA,NA,Mountains,Beach,Beach,1603802548559,1.2342166666666667,forced_choice,1
1099,4210,NA,NA,NA,1603802622612,44,NA,NA,Biology,Logic,Logic,1603802548559,1.2342166666666667,forced_choice,2
1099,13407,NA,NA,NA,1603802622612,44,NA,NA,Metal,Jazz,Metal,1603802548559,1.2342166666666667,forced_choice,3
1098,4819,18,NA,Graduated High School,1603802493923,44,female,German,Biology,Logic,Biology,1603802446403,0.792,forced_choice,1
1098,3994,18,NA,Graduated High School,1603802493923,44,female,German,Mountains,Beach,Beach,1603802446403,0.792,forced_choice,2
1098,1794,18,NA,Graduated High School,1603802493923,44,female,German,Metal,Jazz,Metal,1603802446403,0.792,forced_choice,3
1097,3682,NA,NA,Graduated College,1603802459086,44,male,German,Metal,Jazz,Jazz,1603802417883,0.6867166666666666,forced_choice,1
1097,3029,NA,NA,Graduated College,1603802459086,44,male,German,Biology,Logic,Logic,1603802417883,0.6867166666666666,forced_choice,2
1097,1828,NA,NA,Graduated College,1603802459086,44,male,German,Mountains,Beach,Mountains,1603802417883,0.6867166666666666,forced_choice,3
1096,3487,NA,NA,NA,1603802202104,44,NA,NA,Biology,Logic,Logic,1603802180631,0.35788333333333333,forced_choice,1
1096,2596,NA,NA,NA,1603802202104,44,NA,NA,Mountains,Beach,Beach,1603802180631,0.35788333333333333,forced_choice,2
1096,3198,NA,NA,NA,1603802202104,44,NA,NA,Metal,Jazz,Jazz,1603802180631,0.35788333333333333,forced_choice,3
1095,6508,19,NA,Graduated High School,1603802190060,44,female,German,Metal,Jazz,Jazz,1603802155565,0.5749166666666666,forced_choice,1
1095,1825,19,NA,Graduated High School,1603802190060,44,female,German,Mountains,Beach,Beach,1603802155565,0.5749166666666666,forced_choice,2
1095,1366,19,NA,Graduated High School,1603802190060,44,female,German,Biology,Logic,Logic,1603802155565,0.5749166666666666,forced_choice,3
1094,10754,22,NA,Graduated High School,1603802155471,44,male,"German, Spanish",Biology,Logic,Logic,1603802111221,0.7375,forced_choice,1
1094,6252,22,NA,Graduated High School,1603802155471,44,male,"German, Spanish",Mountains,Beach,Mountains,1603802111221,0.7375,forced_choice,2
1094,2111,22,NA,Graduated High School,1603802155471,44,male,"German, Spanish",Metal,Jazz,Jazz,1603802111221,0.7375,forced_choice,3
1093,3101,23,NA,Graduated College,1603802137105,44,male,German,Biology,Logic,Logic,1603802110848,0.43761666666666665,forced_choice,1
1093,3361,23,NA,Graduated College,1603802137105,44,male,German,Metal,Jazz,Jazz,1603802110848,0.43761666666666665,forced_choice,2
1093,3102,23,NA,Graduated College,1603802137105,44,male,German,Mountains,Beach,Mountains,1603802110848,0.43761666666666665,forced_choice,3
1092,8489,29,NA,Graduated College,1603802126076,44,male,Russian,Biology,Logic,Logic,1603802066451,0.99375,forced_choice,1
1092,6171,29,NA,Graduated College,1603802126076,44,male,Russian,Mountains,Beach,Beach,1603802066451,0.99375,forced_choice,2
1092,1596,29,NA,Graduated College,1603802126076,44,male,Russian,Metal,Jazz,Jazz,1603802066451,0.99375,forced_choice,3
